,openInterest,symbol,productGroup,productCode,tradingHoursGlobex,url,tradingHoursClearPort,listedContracts,terminationOfTrading,contractUnit,settlementMethod,vendorCodes,floatingPrice,priceLimitOrCircut,productName,settlementProcedures,blockMinimum,clearing,globex,tradingHours,errorFlag,clearedAs,exchange,positionLimits,minimumPriceFluctuation,exchangeRulebook,floor,volume,priceQuotation,clearPort
0,67,A3G,Energy,"CME Globex: A3G
CME ClearPort: 3G
Clearing: 3G",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/premium-unleaded-10-ppm-platts-fob-med-swap_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),48 consecutive months,Trading shall cease on the last business day of the contract month.,"1,000 metric tons",Financially Settled,Quote Vendor Symbols Listing,The Floating Price for each contract month is equal to the arithmetic average of the mid-point of the high and low quotations from the Platts European Marketscan for Premium Unleaded Gasoline (Prem Unl) 10ppm under the heading ※Cargoes FOB Med Basis Italy§ for each business day that it is determined during the contract month.,,Premium Unleaded Gasoline 10 ppm FOB MED (Platts) Futures,,Block Minimum Thresholds,3G,A3G,,,Futures,NYMEX,NYMEX Position Limits,$0.001 per metric ton,NYMEX 466,-,0,U.S. dollars and cents per metric ton,3G
0,,A3K,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,0,A3M,Energy,"CME Globex: A3M
CME ClearPort: 3M
Clearing: 3M",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/petrochemicals/mont-belvieu-physical-normal-butane-opis_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),Every month for 36 consecutive months,Trading or clearing in a current delivery month shall cease on the second-to-last business day of the delivery month.,"42,000 gallons",Deliverable,Quote Vendor Symbols Listing,,,Mont Belvieu Physical Normal Butane (OPIS) Futures,,Block Minimum Thresholds,3M,A3M,,,Futures,NYMEX,NYMEX Position Limits,$0.00001 per gallon,NYMEX 366,-,0,U.S. dollars and cents per gallon,3M
0,0,A3R,Energy,"CME Globex: A3R
CME ClearPort: 3R
Clearing: 3R",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/petrochemicals/mont-belvieu-physical-natural-gasoline-opis_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),Every month for 36 consecutive months,Trading or clearing in a current delivery month shall cease on the second-to-last business day of the delivery month.,"42,000 gallons",Deliverable,Quote Vendor Symbols Listing,,,Mont Belvieu Physical Natural Gasoline (OPIS) Futures,,Block Minimum Thresholds,3R,A3R,,,Futures,NYMEX,NYMEX Position Limits,$0.00001 per gallon,NYMEX 367,-,0,U.S. dollars and cents per gallon,3R
0,0,A4,Energy,"CME Globex: AA4
CME ClearPort: A4
Clearing: A4",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/crude-oil/light-louisiana-sweet-lls-argus-crude-oil-trade-month-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),"The current year and the next 5 consecutive calendar years. At the expiration of the December contract month, a new, full year shall be added","Trading shall cease at the close of trading on the last business day that falls on or before the 25th calendar day of the month prior to the contract month. If the 25th calendar day is a weekend or holiday, trading shall cease on the first business day prior to the 25th calendar day.","1,000 barrels",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the LLS (1st month) weighted average (wtd avg) outright price from Argus Media for each business day that it is determined for the Trade month period beginning with the first business day after the 25th calendar day two months prior to the contract month through the last business day that falls on or before the 25th calendar day of the month prior to the contract month. If the 25th calendar day is a weekend or holiday, the Trade month period shall end on the first business day prior to the 25th calendar day.",,Argus LLS Trade Month Futures,,Block Minimum Thresholds,A4,AA4,,,Futures,NYMEX,NYMEX Position Limits,$0.01 per barrel,NYMEX 302,-,0,U.S. Dollars and Cents per barrel,A4
0,"40,069",A46,Energy,"CME Globex: A46
CME ClearPort: 46
Clearing: 46",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/pjm-meted-zone-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years.,CME Globex:,5 Megawatts hours (MWh),Financially Settled,Quote Vendor Symbols Listing,"The Floating Price will be determined for each contract month. The Floating Price will be equal to the arithmetic average of the PJM METED Zone Day-Ahead LMP provided by PJM Interconnection, LLC (PJM) for all off-peak hours in the contract month. For settlement of this contract, the prices provided by PJM will be considered final on the payment day stated in Rule 273.09 and will not be subject to any further adjustment.",,PJM METED Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,"Delivery under the contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,46,A46,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 273,-,0,The contract quantity shall be 5 Megawatts hours (MWh). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month.,46
0,"2,164",A47,Energy,"CME Globex: A47
CME ClearPort: 47
Clearing: 47",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/pjm-meted-zone-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years. A new calendar year will be added following the termination of trading in the December contract of the current year.,CME Globex:,5 MWh,Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month will be equal to the arithmetic average of the PJM METED Zone Day-Ahead LMP for peak hours provided by PJM Interconnection, LLC (PJM) for the contract month. For settlement of this contract, the prices provided by PJM will be considered final on the payment date stated in Rule 272.10 and will not be subject to any further adjustment.",,PJM METED Zone Peak Calendar-Month Day-Ahead LMP Futures,"Delivery under the contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,47,A47,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 272,-,0,The contract quantity shall be 80 Megawatt Hours (MWH) and is based on 5 megawatts for peak daily hours. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of peak days in the contract month.,47
0,0,A49,Energy,"CME Globex: A49
CME ClearPort: 49
Clearing: 49",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/pjm-penelec-zone-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years,CME Globex:,5 MWh,Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month will be equal to the arithmetic average of the PJM PENELEC Zone Day-Ahead LMP for peak hours provided by PJM Interconnection, LLC (PJM) for the contract month. For settlement of this contract, the prices provided by PJM will be considered final on the payment date stated in Rule 292.10 and will not be subject to any further adjustment.",,PJM PENELEC Zone Peak Calendar-Month Day-Ahead LMP Futures,"Delivery under the PJM PENELEC Zone Peak Calendar-Month Day-Ahead LMP Futures Contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract.",Block Minimum Thresholds,49,A49,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 292,-,0,The contract quantity shall be 80 Megawatt Hours (MWH) and is based on 5 megawatts for peak daily hours. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of peak days in the contract month.,49
0,"4,040",A4L,Energy,"CME Globex: A4L
CME ClearPort: 4L
Clearing: 4L",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/nyiso-zone-f-5-mw-peak-calendar-month-day-ahead-lbmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years,CME Globex:,5 MWh,Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month will be equal to the arithmetic average of the NYISO Zone F Day-Ahead LBMP for peak hours provided by New York Independent Systems Operator (NYISO) for the contract month. For settlement of this contract, the prices provided by NYISO will be considered final on the payment date stated in Rule 907.10 and will not be subject to any further adjustment.",,NYISO Zone F 5 MW Peak Calendar-Month Day-Ahead LBMP Futures,"Delivery under the NYISO Zone F 5 MW Peak Calendar-Month Day-Ahead LBMP Futures contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,4L,A4L,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 907,-,0,The contract quantity shall be 80 Megawatt Hours (MWh) and is based on 5 megawatts for peak daily hours. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of peak days in the contract month.,4L
0,"70,200",A4M,Energy,"CME Globex: A4M
CME ClearPort: 4M
Clearing: 4M",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/nyiso-zone-f-5-mw-off-peak-calendar-month-day-ahead-lbmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years. A new calendar year will be added following the termination of trading in the December contract of the current year.,CME Globex:,5 Megawatts hours (MWh),Financially Settled,Quote Vendor Symbols Listing,"The Floating Price will be determined for each contract month. The Floating Price will be equal to the arithmetic average of the NYISO Zone F Day-Ahead LBMP provided by New York Independent Systems Operator (NYISO) for all off-peak hours in the contract month. For settlement of this contract, the prices provided by NYISO will be considered final on the payment day stated in Rule 908.09 and will not be subject to any further adjustment.",,NYISO Zone F 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Futures,"Delivery under the NYISO Zone F 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Futures Contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,4M,A4M,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 908,-,0,"The contract quantity shall be 5 MWh. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month.

Each futures contract shall be valued at the contract quantity multiplied by the settlement price.",4M
0,0,A4N,Energy,"CME Globex: A4N
CME ClearPort: 4N
Clearing: 4N",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/pjm-peco-zone-5-mw-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years.,CME Globex:,5 MWh,Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month will be equal to the arithmetic average of the PJMPECO Zone Day-Ahead LMP for peak hours provided by PJM Interconnection, LLC (PJM) for the contract month. For settlement of this contract, the prices provided by PJM will be considered final
on the payment date stated in Rule 182.10 and will not be subject to any further adjustment.",,PJM PECO Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,"Delivery under the PJM PECO Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month",Block Minimum Thresholds,4N,A4N,,,Futures,NYMEX,NYMEX Position Limits,$0.05,NYMEX 182,-,0,The contract quantity shall be 80 Megawatt Hours (MWH) and is based on 5 megawatts for peak daily hours. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of peak days in the contract month.,4N
0,0,A4P,Energy,"CME Globex: A4P
CME ClearPort: 4P
Clearing: 4P",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/pjm-peco-zone-5-mw-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years. A new calendar year will be added following the termination of trading in the December contract of the current year.,CME Globex:,5 Megawatts hours (MWh),Financially Settled,Quote Vendor Symbols Listing,"The Floating Price will be determined for each contract month. The Floating Price will be equal to the arithmetic average of the PJM PECO Zone Day-Ahead LMP provided by PJM Interconnection, LLC (PJM) for all off-peak hours in the contract month. For settlement of this contract, the prices provided by PJM will be considered final on the payment day stated in Rule 183.09 and will not be subject to any further adjustment.",,PJM PECO Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,"Delivery under the PJM PECO Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,4P,A4P,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 183,-,0,The contract quantity shall be 5 Megawatts hours (MWh). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month.,4P
0,0,A4Q,Energy,"CME Globex: A4Q
CME ClearPort: 4Q
Clearing: 4Q",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/midwest-iso-illinois-hub-5-mw-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years. A new calendar year will be added following the termination of trading in the December contract of the current year.,CME Globex:,5 MWh,Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month will be equal to the arithmetic average of the Midwest ISO Illinois Hub Day-Ahead LMP for peak hours provided by Midwest Independent Transmission System Operator, Inc. (MISO), for the contract month. For settlement of this contract, the prices provided by MISO will be considered final on the payment date stated in Rule 184.10 and will not be subject to any further adjustment.",,MISO Illinois Hub 5 MW Peak Calendar-Month Day-Ahead Futures,"Delivery under the MISO Illinois Hub 5 MW Peak Calendar-Month Day-Ahead Futures contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,4Q,A4Q,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 184,-,0,"The contract quantity shall be 80 Megawatt Hours (MWh) and is based on 5 megawatts for peak daily hours. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of peak days in the month. Each futures contract shall be valued at the contract quantity multiplied by the settlement price.
 ",4Q
0,0,A4R,Energy,"CME Globex: A4R
CME ClearPort: 4R
Clearing: 4R",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/midwest-iso-illinois-hub-5-mw-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years. A new calendar year will be added following the termination of trading in the December contract of the current year.,CME Globex:,The contract quantity shall be 5 Megawatts hours (MWh). Transaction sizes for trading in any contract month shall be restricted to whole number multiples of the number of off-peak hours in the contract month. The contract quantity is not adjusted to reflect the transition in and out of Daylight Savings Time. Each futures contract shall be valued at the contract quantity multiplied by the settlement price.,Financially Settled,Quote Vendor Symbols Listing,"The Floating Price will be determined for each contract month. The Floating Price will be equal to the arithmetic average of the Midwest ISO Illinois Hub Day-Ahead LMP provided by Midwest Independent Transmission System Operator, Inc. (MISO) for all off-peak hours in the contract month. For settlement of this contract, the prices provided by MISO will be considered final on the payment date stated in Rule 185.09 and will not be subject to any further adjustment.",,MISO Illinois Hub 5 MW Off-Peak Calendar-Month Day-Ahead Futures,"Delivery under the MISO Illinois Hub 5 MW Off-Peak Calendar-Month Day-Ahead Futures contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,4R,A4R,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 185,-,0,"The contract quantity shall be 5 MWH. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month.

Each futures contract shall be valued at the contract quantity multiplied by the settlement price.",4R
0,,A4S,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,A4X,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,"3,840",A5,Energy,"CME Globex: AA5
CME ClearPort: A5
Clearing: A5",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/eia-flat-tax-on-highway-diesel-swap_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),36 consecutive months,Trading shall cease on the last business day of the contract month.,"42,000 gallons",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the monthly arithmetic average of the weekly price published by the U.S. Department of Energy＊s Energy Information Administration (""EIA"") Retail On-Highway Diesel Prices under the heading ""Weekly Retail On-Highway Diesel Prices - Average All Types"" for the entire U.S. adjusted for the tax rates in effect as of March 1, 2009.

For purposes of this contract, the counterparties agree that the following Market Disruption Event shall apply: Tax Event, provided that such Tax Event shall be defined as follows: the imposition of, change in, or removal of, an excise, severance, sales, use, value-added, environmental, emissions, transfer, stamp, documentary, recording or similar tax on, or measured by reference to, diesel (other than a tax on, or measured by reference to overall gross or net income) by or at the direction of the federal government (or any agency or organ thereof) after the Trade Date, if the direct effect of such imposition, change or removal is to raise (a ""Tax Increase"") or lower (a ""Tax Decrease"") the Floating Price from what it would have been without that imposition, change or removal.

If the Tax Event has occurred and exists, the following Reset Price shall apply: the Floating Price, plus any Tax Decrease or less any Tax Increase, as applicable.",,EIA Flat Tax On-Highway Diesel Futures,,Block Minimum Thresholds,A5,AA5,,,Futures,NYMEX,NYMEX Position Limits,$0.0001 per gallon,NYMEX 301,-,0,U.S. dollars and cents per gallon.,A5
0,0,A50,Energy,"CME Globex: A50
CME ClearPort: 50
Clearing: 50",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/pjm-penelec-zone-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years. A new calendar year will be added following the termination of trading in the December contract of the current year.,CME Globex:,5 Megawatts hours (MWh),Financially Settled,Quote Vendor Symbols Listing,"The Floating Price will be determined for each contract month. The Floating Price will be equal to the arithmetic average of the PJM PENELEC Zone Day-Ahead LMP provided by PJM Interconnection, LLC (PJM) for all off-peak hours in the contract month. For settlement of this contract, the prices provided by PJM will be considered final on the payment day stated in Rule 293.09 and will not be subject to any further adjustment.",,PJM PENELEC Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,"Delivery under the PJM PENELEC Zone Off-Peak Calendar-Month Day-Ahead LMP Futures Contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,50,A50,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 293,-,0,The contract quantity shall be 5 Megawatts hours (MWh). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month.,50
0,504,A55,Energy,"CME Globex: A55
CME ClearPort: 55
Clearing: 55",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/nyiso-zone-e-5-mw-peak-calendar-month-day-ahead-lbmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years. A new calendar year will be added following the termination of trading in the December contract of the current year.,CME Globex:,5 MWh,Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month will be equal to the arithmetic average of the NYISO Zone E Day-Ahead LBMP for peak hours provided by New York Independent Systems Operator (NYISO) for the contract month. For settlement of this contract, the prices provided by NYISO will be considered final on the payment date stated in Rule 966.10 and will not be subject to any further adjustment.",,NYISO Zone E 5 MW Peak Calendar-Month Day-Ahead LBMP Futures,"Delivery under the contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,55,A55,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 966,-,0,The contract quantity shall be 80 Megawatt Hours (MWH) and is based on 5 megawatts for peak daily hours. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of peak days in the contract month.,55
0,"9,604",A58,Energy,"CME Globex: A58
CME ClearPort: 58
Clearing: 58",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/electricity/nyiso-zone-e-5-mw-off-peak-calendar-month-day-ahead-lbmp-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),The current year plus the next five calendar years. A new calendar year will be added following the termination of trading in the December contract of the current year.,CME Globex:,5 Megawatts hours (MWh),Financially Settled,Quote Vendor Symbols Listing,"The Floating Price will be determined for each contract month. The Floating Price will be equal to the arithmetic average of the NYISO Zone E Day-Ahead LBMP provided by New York Independent Systems Operator (NYISO) for all off-peak hours in the contract month. For settlement of this contract, the prices provided by NYISO will be considered final on the payment day stated in Rule 967.09 and will not be subject to any further adjustment.",,NYISO Zone E 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Futures,"Delivery under the contract shall be by cash settlement. Final settlement, following termination of trading for a contract month, will be based on the Floating Price. The final settlement price will be the Floating Price calculated for each contract month.",Block Minimum Thresholds,58,A58,,,Futures,NYMEX,NYMEX Position Limits,$0.05 per MWh,NYMEX 967,-,0,The contract quantity shall be 5 Megawatts hours (MWh). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month.,58
0,"1,179",A5C,Energy,"CME Globex: A5C
CME ClearPort: 5C
Clearing: 5C",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/chicago-ultra-low-sulfur-diesel-ulsd-platts-vs-heating-oil-spread-swap_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),36 consecutive months,Trading shall cease on the last business day of the contract month.,"42,000 U.S. gallons",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the Platts Chicago ULSD (pipeline) mean minus the NYMEX NY Harbor ULSD Futures first nearby contract month settlement price for each business day that both are determined during the contract month. For purposes of determining the Floating Price, the Platts Chicago ULSD (pipeline) mean will be rounded each day to the nearest thousandth of a cent.",,Chicago ULSD (Platts) vs. NY Harbor ULSD Futures,,Block Minimum Thresholds,5C,A5C,,,Futures,NYMEX,NYMEX Position Limits,$0.0001 per gallon,NYMEX 453,-,0,U.S. dollars and cents per gallon,5C
